0, 36128, 1, 4096, 0
0, 44293, 1, 4096, 0
0, 43422, 1, 4096, 0
0, 37622, 1, 4096, 0
0, 44390, 1, 4096, 0
1, 35063, 1, 4096, 0
1, 43412, 1, 4096, 0
1, 45760, 1, 4096, 0
1, 42199, 1, 4096, 0
1, 229198, 1, 4096, 0
1, 67912, 1, 4096, 0
1, 42448, 1, 4096, 0
1, 47234, 1, 4096, 0
1, 368544, 1, 4096, 0
1, 418215, 1, 4096, 0
1, 445023, 1, 4096, 0
1, 444203, 1, 4096, 0
1, 435327, 1, 4096, 0
1, 450704, 1, 4096, 0
1, 450853, 1, 4096, 0
1, 452696, 1, 4096, 0
1, 449517, 1, 4096, 0
2, 456429, 1, 4096, 0
2, 448483, 1, 4096, 0
2, 454454, 1, 4096, 0
2, 453197, 1, 4096, 0
2, 459192, 1, 4096, 0
2, 452097, 1, 4096, 0
2, 456277, 1, 4096, 0
2, 449566, 1, 4096, 0
2, 450406, 1, 4096, 0
2, 451051, 1, 4096, 0
2, 439815, 1, 4096, 0
2, 448042, 1, 4096, 0
2, 448336, 1, 4096, 0
2, 453548, 1, 4096, 0
2, 449665, 1, 4096, 0
2, 452047, 1, 4096, 0
2, 453951, 1, 4096, 0
2, 460535, 1, 4096, 0
2, 451051, 1, 4096, 0
2, 456023, 1, 4096, 0
2, 456633, 1, 4096, 0
2, 449221, 1, 4096, 0
2, 452097, 1, 4096, 0
2, 449714, 1, 4096, 0
2, 448287, 1, 4096, 0
2, 447552, 1, 4096, 0
2, 446673, 1, 4096, 0
2, 451797, 1, 4096, 0
2, 453498, 1, 4096, 0
2, 446235, 1, 4096, 0
2, 454202, 1, 4096, 0
2, 452097, 1, 4096, 0
2, 455769, 1, 4096, 0
2, 454253, 1, 4096, 0
2, 451300, 1, 4096, 0
2, 448336, 1, 4096, 0
2, 454959, 1, 4096, 0
2, 449369, 1, 4096, 0
2, 452446, 1, 4096, 0
2, 448483, 1, 4096, 0
2, 448434, 1, 4096, 0
2, 456023, 1, 4096, 0
2, 455516, 1, 4096, 0
2, 445169, 1, 4096, 0
2, 454051, 1, 4096, 0
2, 445604, 1, 4096, 0
2, 444589, 1, 4096, 0
2, 449467, 1, 4096, 0
2, 443626, 1, 4096, 0
2, 236121, 1, 4096, 0
2, 336288, 1, 4096, 0
2, 395176, 1, 4096, 0
3, 384132, 1, 4096, 0
3, 427557, 1, 4096, 0
3, 436022, 1, 4096, 0
3, 251860, 1, 4096, 0
3, 454051, 1, 4096, 0
3, 449122, 1, 4096, 0
3, 443002, 1, 4096, 0
3, 443626, 1, 4096, 0
3, 453850, 1, 4096, 0
3, 453197, 1, 4096, 0
3, 450505, 1, 4096, 0
3, 450605, 1, 4096, 0
3, 452097, 1, 4096, 0
3, 457500, 1, 4096, 0
3, 455212, 1, 4096, 0
3, 452997, 1, 4096, 0
